样点,点号,经度,纬度,pH值,全碳(g/kg),有机碳(g/kg),容重(g/cm3),N(g/kg),A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
11,BAB0023-H1,127.1153158,48.05723375,6.8,51.3,42.2,1.2626,3.81,-0.07535563244905807,0.07111111111111111,0.1085121107266436,-0.2761399461745483,-0.024605920799692427,-0.11909265667051133,-0.24415224913494812,0.29287197231833906,0.14173010380622836,-0.05536332179930796,0.0629911572472126,0.008858131487889272,0.05911572472126105,0.12456747404844293,-0.17937716262975778,0.11374086889657825,0.010396001537870049,-0.07972318339100345,-0.03543252595155709,-0.019930795847750864,0.03543252595155709,-0.022206843521722412,0.05536332179930796,-0.0629911572472126,-0.09356401384083046,0.12456747404844293,0.08882737408688965,-0.006151480199923107,0.31009611687812383,-0.17279507881584008,9.84236831987697E-4,-0.07972318339100345,-0.10340638216070744,0.0271280276816609,-0.029773164167627833,0.2288965782391388,-0.05536332179930796,0.11909265667051133,0.08421376393694734,0.022206843521722412,-0.05173394848135333,0.024605920799692427,-0.03543252595155709,-0.09842368319876971,-0.08421376393694734,0.1929104190695886,0.13588619761630144,-0.041584006151480196,-9.84236831987697E-4,0.002214532871972318,0.22145328719723184,0.019930795847750864,-0.19986159169550174,-0.05173394848135333,0.0629911572472126,0.15378700499807765,0.07972318339100345,-0.0271280276816609,-0.09356401384083046,-0.31009611687812383,-0.24415224913494812,0.006151480199923107,-0.05911572472126105,0.0629911572472126
12,BAB0024-H1,126.93859511,48.1431988,5.59,45.8,38.7,1.2667,3.38,-0.08421376393694734,0.05173394848135333,0.11909265667051133,-0.2519646289888504,-0.03844675124951941,-0.08882737408688965,-0.2519646289888504,0.29287197231833906,0.15378700499807765,-0.05173394848135333,0.14173010380622836,-0.07111111111111111,0.05536332179930796,0.09356401384083046,-0.19986159169550174,0.11374086889657825,0.03254133025759323,-0.03844675124951941,-0.06698961937716265,0.03543252595155709,0.041584006151480196,0.0271280276816609,0.11909265667051133,-0.08882737408688965,-0.09842368319876971,0.13588619761630144,0.1085121107266436,0.024605920799692427,0.3188927335640138,-0.13588619761630144,0.029773164167627833,-0.08421376393694734,-0.11374086889657825,0.04822760476739715,-0.05536332179930796,0.24415224913494812,-0.0271280276816609,0.08421376393694734,0.0629911572472126,-0.012056901191849288,-0.06698961937716265,-0.006151480199923107,-0.03844675124951941,-0.07111111111111111,-0.08421376393694734,0.1929104190695886,0.17937716262975778,-0.05911572472126105,0.002214532871972318,0.004982698961937716,0.22145328719723184,-0.008858131487889272,-0.22145328719723184,-0.03543252595155709,0.1085121107266436,0.15378700499807765,0.07111111111111111,0.010396001537870049,-0.08421376393694734,-0.2519646289888504,-0.2069357939254133,-0.010396001537870049,-0.05536332179930796,0.019930795847750864
13,BAB0025-H1,127.00378227,47.98304258,6.55,38.1,33,1.0662,2.79,-0.04822760476739715,-0.022206843521722412,0.17937716262975778,-0.2599000384467512,-0.024605920799692427,-0.07111111111111111,-0.29287197231833906,0.2364628988850442,0.07535563244905807,-0.0015378700499807767,0.1085121107266436,-0.08882737408688965,0.010396001537870049,0.1085121107266436,-0.2519646289888504,0.09842368319876971,-0.004982698961937716,0.05911572472126105,-0.05173394848135333,0.05911572472126105,0.05173394848135333,0.0629911572472126,0.15378700499807765,-0.11909265667051133,-0.08421376393694734,0.15378700499807765,0.06698961937716265,0.04822760476739715,0.39369473279507883,-0.13588619761630144,0.04822760476739715,-0.09356401384083046,-0.15378700499807765,0.09356401384083046,-0.07972318339100345,0.2364628988850442,0.044844290657439445,0.07535563244905807,0.05173394848135333,0.029773164167627833,-0.07111111111111111,-0.024605920799692427,-0.08421376393694734,0.017777777777777778,-0.0629911572472126,0.21413302575932336,0.13588619761630144,-0.07111111111111111,0.01384083044982699,-0.017777777777777778,0.1929104190695886,-0.05173394848135333,-0.1085121107266436,-0.05536332179930796,0.04822760476739715,0.14173010380622836,0.022206843521722412,0.03254133025759323,-0.11909265667051133,-0.2069357939254133,-0.1929104190695886,-0.024605920799692427,-0.05536332179930796,0.017777777777777778
14,BAB0026-H1,127.15532268,47.94124831,6.54,30.8,26.8,1.1998,2.39,-0.0271280276816609,0.022206843521722412,0.11374086889657825,-0.34602076124567477,-0.022206843521722412,-0.0271280276816609,-0.2761399461745483,0.1929104190695886,0.06698961937716265,-0.07972318339100345,0.10340638216070744,-0.0271280276816609,0.010396001537870049,0.1085121107266436,-0.186082276047674,0.09356401384083046,0.03254133025759323,-0.019930795847750864,-0.024605920799692427,0.09842368319876971,0.07111111111111111,0.04822760476739715,0.13016532103037293,-0.14173010380622836,-0.16000000000000003,0.13016532103037293,0.14769703960015382,-0.03543252595155709,0.33685505574778934,-0.12456747404844293,0.041584006151480196,-0.11374086889657825,-0.09842368319876971,-0.006151480199923107,-0.03844675124951941,0.2679584775086506,-0.01384083044982699,0.09356401384083046,0.0629911572472126,0.041584006151480196,-0.07972318339100345,-0.008858131487889272,-0.06698961937716265,-0.08421376393694734,-0.0629911572472126,0.2069357939254133,0.16000000000000003,-0.029773164167627833,0.01574778931180315,-0.01384083044982699,0.2599000384467512,-0.05536332179930796,-0.19986159169550174,-0.05536332179930796,0.07111111111111111,0.06698961937716265,-0.003014225297962322,-0.012056901191849288,-0.03543252595155709,-0.2364628988850442,-0.1929104190695886,-0.01384083044982699,-0.07535563244905807,-9.84236831987697E-4
15,BAB0027-H1,127.09673791,47.82815556,6.54,31.4,28.6,1.1025,2.61,-0.07111111111111111,0.007443291041906958,0.11374086889657825,-0.2679584775086506,2.4605920799692423E-4,-0.07972318339100345,-0.2519646289888504,0.2288965782391388,0.11909265667051133,-0.09842368319876971,0.09356401384083046,-0.09356401384083046,-0.003936947327950788,0.11909265667051133,-0.22145328719723184,0.16000000000000003,0.029773164167627833,-0.019930795847750864,-0.05173394848135333,0.07535563244905807,0.05536332179930796,0.06698961937716265,0.13016532103037293,-0.10340638216070744,-0.1085121107266436,0.14173010380622836,0.14769703960015382,0.006151480199923107,0.34602076124567477,-0.17937716262975778,0.01574778931180315,-0.10340638216070744,-0.15378700499807765,0.05911572472126105,-0.03844675124951941,0.24415224913494812,0.006151480199923107,0.09356401384083046,0.05173394848135333,-0.002214532871972318,-0.044844290657439445,-0.012056901191849288,-0.04822760476739715,-0.07111111111111111,-0.07972318339100345,0.1929104190695886,0.16633602460592078,-0.05173394848135333,0.003936947327950788,-0.003014225297962322,0.2364628988850442,-0.04822760476739715,-0.186082276047674,-0.03254133025759323,0.10340638216070744,0.14173010380622836,0.022206843521722412,0.003936947327950788,-0.07111111111111111,-0.2069357939254133,-0.19986159169550174,-0.024605920799692427,-0.06698961937716265,0.024605920799692427
16,BAB0028-H1,127.05478859,47.76601123,6.54,40.7,35.5,1.3055,3.28,-0.044844290657439445,0.044844290657439445,0.12456747404844293,-0.3188927335640138,-0.03543252595155709,-0.017777777777777778,-0.2761399461745483,0.2364628988850442,0.06698961937716265,-0.041584006151480196,0.05911572472126105,-0.09842368319876971,0.008858131487889272,0.09356401384083046,-0.17279507881584008,0.10340638216070744,-0.004982698961937716,-0.03254133025759323,-0.04822760476739715,0.09842368319876971,0.044844290657439445,0.03254133025759323,0.11374086889657825,-0.08882737408688965,-0.09842368319876971,0.14173010380622836,0.1085121107266436,-0.11909265667051133,0.34602076124567477,-0.1085121107266436,0.05911572472126105,-0.07972318339100345,-0.14769703960015382,0.03543252595155709,-0.07972318339100345,0.2761399461745483,0.029773164167627833,0.11909265667051133,0.08421376393694734,0.019930795847750864,-0.05911572472126105,0.010396001537870049,-0.12456747404844293,-0.03543252595155709,-0.05536332179930796,0.19986159169550174,0.13588619761630144,-0.019930795847750864,0.0271280276816609,0.008858131487889272,0.28444444444444444,-0.04822760476739715,-0.17937716262975778,-0.05911572472126105,0.03543252595155709,0.029773164167627833,0.006151480199923107,-0.029773164167627833,-0.08882737408688965,-0.2069357939254133,-0.19986159169550174,-0.03254133025759323,-0.09842368319876971,0.01574778931180315
17,BAB0029-H1,127.49829296,48.14920333,5.98,92.1,68.4,0.8921,5.9,-0.01384083044982699,0.05911572472126105,0.17279507881584008,-0.36472126105344094,-0.019930795847750864,-0.05536332179930796,-0.21413302575932336,0.21413302575932336,0.044844290657439445,0.0271280276816609,0.07535563244905807,-0.09842368319876971,0.041584006151480196,0.019930795847750864,-0.2599000384467512,0.1085121107266436,5.536332179930795E-4,-0.05173394848135333,-0.022206843521722412,0.01384083044982699,0.017777777777777778,-0.003936947327950788,0.09356401384083046,-0.11909265667051133,-0.07972318339100345,0.07972318339100345,0.017777777777777778,-0.03543252595155709,0.37425605536332185,-0.09356401384083046,0.04822760476739715,-0.04822760476739715,-0.09842368319876971,0.11374086889657825,-0.09356401384083046,0.2288965782391388,-0.0015378700499807767,0.08882737408688965,0.04822760476739715,0.017777777777777778,-0.03543252595155709,0.05911572472126105,-0.11374086889657825,0.05536332179930796,0.01384083044982699,0.2288965782391388,0.10340638216070744,-0.12456747404844293,0.012056901191849288,-0.05911572472126105,0.24415224913494812,-0.022206843521722412,-0.14173010380622836,-0.029773164167627833,-0.006151480199923107,0.09842368319876971,0.041584006151480196,-0.07535563244905807,-0.07972318339100345,-0.2364628988850442,-0.3014225297962323,0.012056901191849288,0.004982698961937716,-0.01384083044982699
18,BAB0030-H1,127.33546542,48.08938668,5.59,7.3,6.6,1.1603,0.62,-0.05911572472126105,-0.044844290657439445,0.1929104190695886,-0.15378700499807765,-0.08882737408688965,-0.05911572472126105,-0.186082276047674,0.3014225297962323,0.11909265667051133,-0.03543252595155709,0.3188927335640138,-0.10340638216070744,0.019930795847750864,-0.024605920799692427,-0.24415224913494812,0.05911572472126105,0.024605920799692427,-0.05173394848135333,-0.11909265667051133,9.84236831987697E-4,0.17937716262975778,-0.05536332179930796,0.11909265667051133,-0.1085121107266436,0.06698961937716265,0.15378700499807765,0.024605920799692427,0.03543252595155709,0.3188927335640138,0.022206843521722412,0.03844675124951941,0.022206843521722412,-0.0271280276816609,0.07972318339100345,-0.0271280276816609,0.17937716262975778,0.041584006151480196,-0.13016532103037293,0.01384083044982699,-0.09356401384083046,-0.14769703960015382,-0.13588619761630144,-0.024605920799692427,0.07535563244905807,-0.08882737408688965,0.15378700499807765,0.17937716262975778,-0.16633602460592078,0.05173394848135333,-0.07111111111111111,0.12456747404844293,-0.041584006151480196,-0.15378700499807765,9.84236831987697E-4,0.11374086889657825,0.13588619761630144,0.15378700499807765,-0.024605920799692427,-0.03844675124951941,-0.16000000000000003,-0.2364628988850442,0.03543252595155709,0.017777777777777778,-0.019930795847750864
19,BAB0031-H1,127.37030943,48.01930284,6.8,32.8,28,1.3248,2.32,-0.019930795847750864,0.03254133025759323,0.14769703960015382,-0.2679584775086506,-0.019930795847750864,-0.05911572472126105,-0.2679584775086506,0.21413302575932336,0.05911572472126105,-0.06698961937716265,0.1085121107266436,-0.01384083044982699,-0.041584006151480196,0.0271280276816609,-0.2288965782391388,0.041584006151480196,-0.004982698961937716,0.0271280276816609,-0.05911572472126105,0.11374086889657825,0.13016532103037293,-0.017777777777777778,0.14769703960015382,-0.14173010380622836,-0.03543252595155709,0.14769703960015382,0.05536332179930796,-0.1085121107266436,0.37425605536332185,-0.0271280276816609,0.05536332179930796,-0.024605920799692427,-0.06698961937716265,0.09356401384083046,-0.06698961937716265,0.2599000384467512,0.07972318339100345,0.017777777777777778,0.08882737408688965,-0.003936947327950788,-0.1085121107266436,-0.002214532871972318,-0.09356401384083046,0.05173394848135333,-0.03844675124951941,0.2069357939254133,0.17937716262975778,-0.11909265667051133,-0.004982698961937716,-0.05911572472126105,0.2288965782391388,-0.05536332179930796,-0.15378700499807765,-0.03543252595155709,0.07535563244905807,0.05173394848135333,0.044844290657439445,-0.03543252595155709,-0.05173394848135333,-0.2761399461745483,-0.22145328719723184,-0.008858131487889272,-0.019930795847750864,-0.0629911572472126
20,BAB0032-H1,127.48790422,48.04244514,5.57,94,66,1.0458,6.215,-0.007443291041906958,0.017777777777777778,0.11374086889657825,-0.33685505574778934,-0.01574778931180315,0.03543252595155709,-0.2069357939254133,0.186082276047674,0.03844675124951941,0.03543252595155709,0.03543252595155709,-0.1085121107266436,0.01574778931180315,0.044844290657439445,-0.2288965782391388,0.05911572472126105,0.0271280276816609,-0.010396001537870049,-0.0271280276816609,0.07972318339100345,0.041584006151480196,-0.003014225297962322,0.08421376393694734,-0.15378700499807765,-0.10340638216070744,0.06698961937716265,0.05173394848135333,-0.07972318339100345,0.40359861591695495,-0.0629911572472126,0.08421376393694734,-0.029773164167627833,-0.11909265667051133,0.044844290657439445,-0.0629911572472126,0.3014225297962323,0.002214532871972318,0.05911572472126105,0.03254133025759323,0.017777777777777778,-0.08421376393694734,0.008858131487889272,-0.13588619761630144,0.044844290657439445,0.024605920799692427,0.2288965782391388,0.11374086889657825,-0.11374086889657825,-0.019930795847750864,-0.07535563244905807,0.2599000384467512,-0.0629911572472126,-0.17279507881584008,-0.044844290657439445,0.07972318339100345,0.044844290657439445,0.024605920799692427,-0.044844290657439445,-0.06698961937716265,-0.24415224913494812,-0.2599000384467512,-0.022206843521722412,-0.017777777777777778,-0.022206843521722412
